Deluxe	2/1/2022 5:57:56 PM	2
Deluxe	2/2/2022 5:57:56 PM	2
Deluxe	2/3/2022 5:57:56 PM	1
Deluxe	2/4/2022 5:57:56 PM	0
Deluxe	2/5/2022 5:57:56 PM	0
Deluxe	2/6/2022 5:57:56 PM	0
Deluxe	2/7/2022 5:57:56 PM	0
Deluxe	2/8/2022 5:57:56 PM	0
Deluxe	2/9/2022 5:57:56 PM	0
Deluxe	2/10/2022 5:57:56 PM	0
Deluxe	2/11/2022 5:57:56 PM	0
Deluxe	2/12/2022 5:57:56 PM	0
Deluxe	2/13/2022 5:57:56 PM	0
Deluxe	2/14/2022 5:57:56 PM	0
Deluxe	2/15/2022 5:57:56 PM	0
Deluxe	2/16/2022 5:57:56 PM	0
Deluxe	2/17/2022 5:57:56 PM	0
Deluxe	2/18/2022 5:57:56 PM	0
Deluxe	2/19/2022 5:57:56 PM	0
Deluxe	2/20/2022 5:57:56 PM	0
Royal	2/1/2022 5:59:37 PM	0
Royal	2/2/2022 5:59:37 PM	0
Royal	2/3/2022 5:59:37 PM	0
Royal	2/4/2022 5:59:37 PM	0
Royal	2/5/2022 5:59:37 PM	0
Royal	2/6/2022 5:59:37 PM	0
Royal	2/7/2022 5:59:37 PM	0
Royal	2/8/2022 5:59:37 PM	0
Royal	2/9/2022 5:59:37 PM	0
Royal	2/10/2022 5:59:37 PM	0
Royal	2/11/2022 5:59:37 PM	0
Royal	2/12/2022 5:59:37 PM	0
Royal	2/13/2022 5:59:37 PM	0
Royal	2/14/2022 5:59:37 PM	0
Royal	2/15/2022 5:59:37 PM	0
Royal	2/16/2022 5:59:37 PM	0
Royal	2/17/2022 5:59:37 PM	0
Royal	2/18/2022 5:59:37 PM	0
Royal	2/19/2022 5:59:37 PM	0
Royal	2/20/2022 5:59:37 PM	0
